PrimaryKey,Sire,Dam,Sex,Color,Year,Details,URL,Horse Name,Generation,LoadURL,,,
free+spirit4,real+shadai,dyna+flanders,M,b,1986,FREE SPIRIT (JPN) b. 1986,https://www.pedigreequery.com/free+spirit4,FREE SPIRIT (JPN),3,,,,
fuminosky,maruzensky,vend+ufo,M,dkb/br,1986,FUMINOSKY (JPN) dkb/br. 1986,https://www.pedigreequery.com/fuminosky,FUMINOSKY (JPN),1,,,,
giladah,mill+reef,nouvelle+star,M,b,1986,GILADAH (IRE) b. 1986,https://www.pedigreequery.com/giladah,GILADAH (IRE),4,,,,
glenveagh,seattle+slew,lisadell,M,b,1986,"GLENVEAGH  (USA) b. M, 1986 {5-h} DP = 12-1-19-2-0 (34) DI = 1.96   CD = 0.68 Career Earnings: Unraced",https://www.pedigreequery.com/glenveagh,GLENVEAGH  (USA),0,True,,,
golden+pheasant2,caro,perfect+pigeon,H,gr,1986,"GOLDEN PHEASANT   (USA) gr. H, 1986 {3-o} DP = 8-14-10-10-4 (46) DI = 1.42   CD = 0.26 - 22 Starts, 7 Wins, 4 Places, 3 Shows Career Earnings: $2,453,958",https://www.pedigreequery.com/golden+pheasant2,GOLDEN PHEASANT   (USA),0,True,,,
goldneyev,nureyev,gold+river,H,br,1986,GOLDNEYEV (USA) br. 1986,https://www.pedigreequery.com/goldneyev,GOLDNEYEV (USA),3,,,,
in+the+wings,sadlers+wells,high+hawk,H,b,1986,"IN THE WINGS   (GB) b. H, 1986 {9-e} DP = 6-2-25-11-4 (48) DI = 0.75   CD = -0.10 - 11 Starts, 7 Wins, 1 Places, 0 Shows Career Earnings: £968,660",https://www.pedigreequery.com/in+the+wings,IN THE WINGS   (GB),0,True,,,
invite3,be+my+guest,burghclere,M,b,1986,INVITE (IRE) b. 1986,https://www.pedigreequery.com/invite3,INVITE (IRE),1,,,,
island+escape,slew+o+gold,angel+island,M,dkb/br,1986,ISLAND ESCAPE (USA) dkb/br. 1986,https://www.pedigreequery.com/island+escape,ISLAND ESCAPE (USA),2,,,,
jade-amanda,grosvenor2,comptroller2,M,ch,1986,JADE-AMANDA (NZ) ch. 1986,https://www.pedigreequery.com/jade-amanda,JADE-AMANDA (NZ),2,,,,
k+joyner,sudden+thaw,hizen+girl,M,,1986,K. JOYNER (JPN) b. 1986,https://www.pedigreequery.com/k+joyner,K. JOYNER,1,,,,
key+flyer,nijinsky2,key+partner,M,b,1986,KEY FLYER (USA) b. 1986,https://www.pedigreequery.com/key+flyer,KEY FLYER (USA),2,,,,
king+glorious,naevus,glorious+natalie,H,dkb/br,1986,KING GLORIOUS (USA) dkb/br. 1986,https://www.pedigreequery.com/king+glorious,KING GLORIOUS (USA),1,,,,
kool+arrival,relaunch,irish+arrival,M,gr,1986,KOOL ARRIVAL (USA) gr. 1986,https://www.pedigreequery.com/kool+arrival,KOOL ARRIVAL (USA),3,,,,
light+color,yamaninsky,yu+raiko,M,b,1986,"LIGHT COLOR  (JPN) b. M, 1986 {9-h} DP = 6-1-13-4-0 (24) DI = 1.29   CD = 0.38 - 12 Starts, 3 Wins, 2 Places, 0 Shows Career Earnings: JPY 127,379,400",https://www.pedigreequery.com/light+color,LIGHT COLOR  (JPN),0,True,,,
louveterie,nureyev,lupe,M,ch,1986,LOUVETERIE (USA) ch. 1986,https://www.pedigreequery.com/louveterie,LOUVETERIE (USA),3,,,,
marilyn+momoko,real+shadai,peach+clear,M,ch,1986,MARILYN MOMOKO (JPN) ch. 1986,https://www.pedigreequery.com/marilyn+momoko,MARILYN MOMOKO (JPN),1,,,,
mary+linoa,lemigrant,marie+noelle,M,dkb/br,1986,MARY LINOA (USA) dkb/br. 1986,https://www.pedigreequery.com/mary+linoa,MARY LINOA (USA),2,,,,
mejiro+monterey,mogami,mejiro+quincey,M,dkb/br,1986,"MEJIRO MONTEREY  (JPN) dkb/br. M, 1986 {10-d} DP = 4-0-12-0-0 (16) DI = 1.67   CD = 0.50 - 21 Starts, 7 Wins, 2 Places, 1 Shows Career Earnings: ¥237,042,800",https://www.pedigreequery.com/mejiro+monterey,MEJIRO MONTEREY  (JPN),0,True,,,
mercalle,kaldoun,eole+des+mers,M,gr,1986,MERCALLE (FR) gr. 1986,https://www.pedigreequery.com/mercalle,MERCALLE (FR),1,,,,
mira+adonde,sharpen+up,lettre+damour,M,dkb/br,1986,MIRA ADONDE (USA) dkb/br. 1986,https://www.pedigreequery.com/mira+adonde,MIRA ADONDE (USA),3,,,,
moon+indigo,el+gran+senor,madelia,M,b,1986,MOON INDIGO (USA) b. 1986,https://www.pedigreequery.com/moon+indigo,MOON INDIGO (USA),3,,,,
my+wild+flower,topsider,wildwook,M,b,1986,MY WILD FLOWER (USA) b. 1986,https://www.pedigreequery.com/my+wild+flower,MY WILD FLOWER (USA),1,,,,
mysteries,seattle+slew,phydilla,M,b,1986,MYSTERIES (USA) b. 1986,https://www.pedigreequery.com/mysteries,MYSTERIES (USA),4,,,,
nashwan,blushing+groom,height+of+fashion,H,ch,1986,NASHWAN (USA) ch. 1986,https://www.pedigreequery.com/nashwan,NASHWAN (USA),2,,,,
nuryette,nureyev,stellarette,M,b,1986,NURYETTE (USA) b. 1986,https://www.pedigreequery.com/nuryette,NURYETTE (USA),3,,,,
oil+fable,spectacular+bid,northern+fable,M,gr,1986,"OIL FABLE  (USA) gr. M, 1986 {4-m} DP = 13-9-16-0-0 (38) DI = 3.75   CD = 0.92 - 14 Starts, 1 Wins, 3 Places, 2 Shows Career Earnings: $37,790",https://www.pedigreequery.com/oil+fable,OIL FABLE  (USA),0,True,,,
osaichi+george,mill+george,sachino+wakaba,H,dkb/br,1986,"OSAICHI GEORGE  (JPN) dkb/br. H, 1986 {16-c} DP = 8-3-5-5-1 (22) DI = 1.59   CD = 0.55 - 23 Starts, 8 Wins, 4 Places, 2 Shows Career Earnings: JPY 418,120,000",https://www.pedigreequery.com/osaichi+george,OSAICHI GEORGE  (JPN),0,True,,,
our+suzette,sunnys+halo,lorgnette2,M,ch,1986,OUR SUZETTE (USA) ch. 1986,https://www.pedigreequery.com/our+suzette,OUR SUZETTE (USA),4,,,,
paglietta+gener,final+straw,miss+puddleduck,M,b,1986,"PAGLIETTA GENER  (IRE) b. M, 1986 {9-f} DP = 4-2-5-2-5 (18) DI = 0.89   CD = -0.11 - 14 Starts, 3 Wins, 2 Places, 1 Shows ",https://www.pedigreequery.com/paglietta+gener,PAGLIETTA GENER  (IRE),0,True,,,
polish+precedent,danzig,past+example,H,b,1986,POLISH PRECEDENT (USA) b. 1986,https://www.pedigreequery.com/polish+precedent,POLISH PRECEDENT (USA),1,,,,
prayer+wheel2,conquistador+cielo,halo+reply,M,ch,1986,PRAYER WHEEL (CAN) ch. 1986,https://www.pedigreequery.com/prayer+wheel2,PRAYER WHEEL (CAN),3,,,,
quiet+american,fappiano,demure,H,b,1986,"QUIET AMERICAN   (USA) b. H, 1986 {16-a} DP = 12-23-18-1-0 (54) DI = 4.40   CD = 0.85 - 12 Starts, 4 Wins, 3 Places, 1 Shows Career Earnings: $754,650",https://www.pedigreequery.com/quiet+american,QUIET AMERICAN   (USA),0,True,,,
rainbow+amber,amber+shadai,eden+blues,H,ch,1986,"RAINBOW AMBER   (JPN) ch. H, 1986 {4-d} DP = 5-1-2-2-2 (12) DI = 1.40   CD = 0.42 - 9 Starts, 3 Wins, 4 Places, 0 Shows Career Earnings: ¥114,640,600",https://www.pedigreequery.com/rainbow+amber,RAINBOW AMBER   (JPN),0,True,,,
rajica,el+baba,brassica,M,gr,1986,RAJICA (USA) gr. 1986,https://www.pedigreequery.com/rajica,RAJICA (USA),3,,,,
real+sapphire,real+shadai,world+sapphire,M,dkb/br,1986,"REAL SAPPHIRE  (JPN) dkb/br. M, 1986 {7-c} DP = 6-6-18-0-0 (30) DI = 2.33   CD = 0.60 - 7 Starts, 3 Wins, 2 Places, 0 Shows Career Earnings: ¥50,631,000",https://www.pedigreequery.com/real+sapphire,REAL SAPPHIRE  (JPN),0,True,,,
reluctant+guest,hostage,vaguely+royal,M,b,1986,RELUCTANT GUEST (USA) b. 1986,https://www.pedigreequery.com/reluctant+guest,RELUCTANT GUEST (USA),3,,,,
robinia,roberto,royal+graustark,M,ch,1986,ROBINIA (USA) ch. 1986,https://www.pedigreequery.com/robinia,ROBINIA (USA),3,,,,
rose+park,plugged+nickle,hardship,M,b,1986,ROSE PARK (USA) b. 1986,https://www.pedigreequery.com/rose+park,ROSE PARK (USA),2,,,,
run+for+roses4,pleasant+colony,roses+for+mama,M,b,1986,RUN FOR ROSES (JPN) b. 1986,https://www.pedigreequery.com/run+for+roses4,RUN FOR ROSES (JPN),2,,,,
sakura+hokuto+o,tosho+boy,sakura+sedan,H,b,1986,"SAKURA HOKUTO O  (JPN) b. H, 1986 {16-a} DP = 9-1-10-0-0 (20) DI = 3.00   CD = 0.95 - 14 Starts, 5 Wins, 0 Places, 1 Shows Career Earnings: JPY 186,848,000",https://www.pedigreequery.com/sakura+hokuto+o,SAKURA HOKUTO O  (JPN),0,True,,,
sand+peeress,haiseiko,yen+lite,M,b,1986,"SAND PEERESS (JPN) b. M, 1986 {3-l} DP = 3-0-7-0-0 (10) DI = 1.86   CD = 0.60 - 18 Starts, 3 Wins, 1 Places, 1 Shows Career Earnings: JPY127,674,400",https://www.pedigreequery.com/sand+peeress,SAND PEERESS (JPN),0,True,,,
sawayaka+princess,northern+taste,scotch+princess,M,ch,1986,SAWAYAKA PRINCESS (JPN) ch. 1986,https://www.pedigreequery.com/sawayaka+princess,SAWAYAKA PRINCESS (JPN),2,,,,
shadai+kagura,real+shadai,milly+bird,M,ch,1986,"SHADAI KAGURA  (JPN) ch. M, 1986 {16-a} DP = 6-3-17-0-0 (26) DI = 2.06   CD = 0.58 - 11 Starts, 7 Wins, 3 Places, 0 Shows Career Earnings: ¥232,369,900",https://www.pedigreequery.com/shadai+kagura,SHADAI KAGURA  (JPN),0,True,,,
ski+champ,icecapade,ski+goggle,H,gr,1986,SKI CHAMP (USA) gr. 1986,https://www.pedigreequery.com/ski+champ,SKI CHAMP (USA),3,,,,
snow+bride,blushing+groom,awaasif,M,ch,1986,SNOW BRIDE (USA) ch. 1986,https://www.pedigreequery.com/snow+bride,SNOW BRIDE (USA),3,,,,
success+woman,haiseiko,yamano+seiha,M,blk,1986,SUCCESS WOMAN (JPN) blk. 1986,https://www.pedigreequery.com/success+woman,SUCCESS WOMAN (JPN),1,,,,
sunday+silence,halo,wishing+well,H,blk,1986,"SUNDAY SILENCE   (USA) blk. H, 1986 {3-e} DP = 12-3-21-0-0 (36) DI = 2.43   CD = 0.75 - 14 Starts, 9 Wins, 5 Places, 0 Shows Career Earnings: $4,968,554",https://www.pedigreequery.com/sunday+silence,SUNDAY SILENCE   (USA),0,TRUE,1,,
surata,lagunas,surama,M,blk/br,1986,"SURATA   (GER) blk/br. M, 1986 {19} DP = 3-0-7-10-6 (26) DI = 0.33   CD = -0.62 Career Earnings: Unraced",https://www.pedigreequery.com/surata,SURATA   (GER),0,True,,,
tanino+target,tanino+favorite,rugeon,M,b,1986,"TANINO TARGET  (JPN) b. M, 1986 {21-a} DP = 2-2-0-0-0 (4) DI = Inf   CD = 1.50 - 5 Starts, 3 Wins, 1 Places, 1 Shows Career Earnings: ¥80,876,100",https://www.pedigreequery.com/tanino+target,TANINO TARGET  (JPN),0,True,,,
tersa,mr+prospector,peacefully,M,dkb/br,1986,TERSA (USA) dkb/br. 1986,https://www.pedigreequery.com/tersa,TERSA (USA),4,,,,
touch+of+greatness,heros+honor,ivory+wand,M,b,1986,TOUCH OF GREATNESS (USA) b. 1986,https://www.pedigreequery.com/touch+of+greatness,TOUCH OF GREATNESS (USA),4,,,,
umeno+rosa,northern+dictator,umeno+silver,M,b,1986,UMENO ROSA (JPN) b. 1986,https://www.pedigreequery.com/umeno+rosa,UMENO ROSA (JPN),1,,,,
warranty+applied,monteverdi,implied+warranty,M,ch,1986,WARRANTY APPLIED (USA) ch. 1986,https://www.pedigreequery.com/warranty+applied,WARRANTY APPLIED (USA),1,,,,
wave+to+the+queen,wavering+monarch,blue+ankle,M,dkb/br,1986,WAVE TO THE QUEEN (USA) dkb/br. 1986,https://www.pedigreequery.com/wave+to+the+queen,WAVE TO THE QUEEN (USA),3,,,,
winners+circle,sea+hawk,kurino+ivor,H,gr,1986,"WINNER'S CIRCLE  (JPN) gr. H, 1986 {21-a} DP = 1-3-14-4-4 (26) DI = 0.73   CD = -0.27 - 11 Starts, 3 Wins, 5 Places, 0 Shows Career Earnings: JPY 168,720,700",https://www.pedigreequery.com/winners+circle,WINNER'S CIRCLE  (JPN),0,True,,,
winter+display,cold+reception,show+off,M,gr,1986,WINTER DISPLAY (USA) gr. 1986,https://www.pedigreequery.com/winter+display,WINTER DISPLAY (USA),3,,,,
yukiguni,caro,delicate+ice,M,gr,1986,YUKIGUNI (USA) gr. 1986,https://www.pedigreequery.com/yukiguni,YUKIGUNI (USA),2,,,,
zabeel,sir+tristram,lady+giselle,H,b,1986,ZABEEL (NZ) b. 1986,https://www.pedigreequery.com/zabeel,ZABEEL (NZ),4,,,,
zilzal,nureyev,french+charmer,H,ch,1986,ZILZAL (USA) ch. 1986,https://www.pedigreequery.com/zilzal,ZILZAL (USA),3,,,,
high+estate,shirley+heights,regal+beauty,H,br,1986,HIGH ESTATE (IRE) br. 1986,https://www.pedigreequery.com/high+estate,HIGH ESTATE (IRE),3,,,,
velvet+sash,dictus,dyna+sash,M,b,1986,VELVET SASH (JPN) b. 1986,https://www.pedigreequery.com/velvet+sash,VELVET SASH (JPN),2,,,,
redeemer,dixieland+band,printing+press,M,b,1986,REDEEMER (USA) b. 1986,https://www.pedigreequery.com/redeemer,REDEEMER (USA),1,,,,
movie+star29,dictus,dyna+beam2,H,ch,1986,"MOVIE STAR  (JPN) ch. H, 1986 {21-a} DP = 3-0-3-4-2 (12) DI = 0.60   CD = -0.17 - 50 Starts, 9 Wins, 9 Places, 3 Shows Career Earnings: ¥417,426,200",https://www.pedigreequery.com/movie+star29,MOVIE STAR  (JPN),0,True,,,
milde,desert+wine,margie+belle,M,dkb/br,1986,MILDE (USA) dkb/br. 1986,https://www.pedigreequery.com/milde,MILDE (USA),3,,,,
shaadi,danzig,unfurled,H,b,1986,SHAADI (USA) b. 1986,https://www.pedigreequery.com/shaadi,SHAADI (USA),3,,,,
miss+secreto,secreto,my+first+fling,M,b,1986,MISS SECRETO (USA) b. 1986,https://www.pedigreequery.com/miss+secreto,MISS SECRETO (USA),2,,,,
restoration4,northern+taste,recess2,M,ch,1986,"RESTORATION  (JPN) ch. M, 1986 {19-b} DP = 7-3-14-2-2 (28) DI = 1.55   CD = 0.39 - 25 Starts, 6 Wins, 7 Places, 2 Shows Career Earnings: ¥135,991,000",https://www.pedigreequery.com/restoration4,RESTORATION  (JPN),0,True,,,
jai+deux+amours,top+ville,pollenka,M,b,1986,J'AI DEUX AMOURS (FR) b. 1986,https://www.pedigreequery.com/jai+deux+amours,J'AI DEUX AMOURS (FR),1,,,,
markofdistinction,known+fact,ghislaine2,H,blk,1986,MARKOFDISTINCTION (GB) blk. 1986,https://www.pedigreequery.com/markofdistinction,MARKOFDISTINCTION (GB),1,,,,
towa+triple,sir+penfro,shigeno+carrera,H,dkb/br,1986,"TOWA TRIPLE  (JPN) dkb/br. H, 1986 {6-f} DP = 4-11-12-1-0 (28) DI = 3.00   CD = 0.64 - 10 Starts, 4 Wins, 1 Places, Shows Career Earnings: JPY 130,100,000",https://www.pedigreequery.com/towa+triple,TOWA TRIPLE  (JPN),0,True,,,
colorado+dancer,shareef+dancer,fall+aspen,M,b,1986,"COLORADO DANCER   (IRE) b. M, 1986 {4-m} DP = 8-7-21-0-0 (36) DI = 2.43   CD = 0.64 - 10 Starts, 3 Wins, 1 Places, 2 Shows Career Earnings: $203,389",https://www.pedigreequery.com/colorado+dancer,COLORADO DANCER   (IRE),0,True,,,
kokusai+liebe,dancers+image,mountain+dew3,M,gr,1986,"KOKUSAI LIEBE (JPN) gr. M, 1986 {21-a} DP = 6-14-4-2-0 (26) DI = 5.50   CD = 0.92 ",https://www.pedigreequery.com/kokusai+liebe,KOKUSAI LIEBE (JPN),0,True,,,
one+of+a+klein,danzig,barely+even,M,b,1986,ONE OF A KLEIN (USA) b. 1986,https://www.pedigreequery.com/one+of+a+klein,ONE OF A KLEIN (USA),3,,,,
laughing+look,damascus,laughter2,M,b,1986,LAUGHING LOOK (USA) b. 1986,https://www.pedigreequery.com/laughing+look,LAUGHING LOOK (USA),3,,,,
welsh+love,ela-mana-mou,welsh+flame,M,b,1986,WELSH LOVE (IRE) b. 1986,https://www.pedigreequery.com/welsh+love,WELSH LOVE (IRE),4,,,,
dream+vision2,northern+taste,honey+dreamer,M,ch,1986,DREAM VISION (JPN) ch. 1986,https://www.pedigreequery.com/dream+vision2,DREAM VISION (JPN),3,,,,
sweeping,indian+king,glancing,M,b,1986,SWEEPING (GB) b. 1986,https://www.pedigreequery.com/sweeping,SWEEPING (GB),3,,,,
rosa+de+caerleon,caerleon2,carose,M,gr,1986,ROSA DE CAERLEON (IRE) gr. 1986,https://www.pedigreequery.com/rosa+de+caerleon,ROSA DE CAERLEON (IRE),2,,,,
hikaru+dancer,nice+dancer,takemi+arrow,M,b,1986,"HIKARU DANCER  (JPN) b. M, 1986 {4-r} DP = 5-1-6-0-4 (16) DI = 1.29   CD = 0.19 - 32 Starts, 5 Wins, 4 Places, 4 Shows Career Earnings: ¥119,243,000",https://www.pedigreequery.com/hikaru+dancer,HIKARU DANCER  (JPN),0,True,,,
be+bop+a+lu,mr+prospector,newchance+lady,M,b,1986,BE BOP A LU (USA) b. 1986,https://www.pedigreequery.com/be+bop+a+lu,BE BOP A LU (USA),1,,,,
my+superman,nonoalco,musashi+white,H,b,1986,"MY SUPERMAN (JPN) b. H, 1986 {4-r} DP = 4-3-7-2-2 (18) DI = 1.40   CD = 0.28 - 50 Starts, 8 Wins, 5 Places, 5 Shows Career Earnings: JPY 224,628,200",https://www.pedigreequery.com/my+superman,MY SUPERMAN (JPN),0,True,,,
familiar,diesis,lost+virtue,M,ch,1986,FAMILIAR (USA) ch. 1986,https://www.pedigreequery.com/familiar,FAMILIAR (USA),3,,,,
steady,damascus,continuation2,M,b,1986,STEADY (USA) b. 1986,https://www.pedigreequery.com/steady,STEADY (USA),2,,,,
beautiful+melody,alydar,beautiful+spirit,M,ch,1986,BEAUTIFUL MELODY (USA) ch. 1986,https://www.pedigreequery.com/beautiful+melody,BEAUTIFUL MELODY (USA),3,,,,
shelia+dacre,nureyev,lively+living,M,b,1986,SHELIA DACRE (USA) b. 1986,https://www.pedigreequery.com/shelia+dacre,SHELIA DACRE (USA),2,,,,
national+flag2,dictus,dyna+world,M,ch,1986,NATIONAL FLAG (JPN) ch. 1986,https://www.pedigreequery.com/national+flag2,NATIONAL FLAG (JPN),1,,,,
main+guest,targowice,dyna+amber,M,b,1986,MAIN GUEST (JPN) b. 1986,https://www.pedigreequery.com/main+guest,MAIN GUEST (JPN),1,,,,
with+approval,caro,passing+mood,H,gr/r,1986,WITH APPROVAL (CAN) gr/r. 1986,https://www.pedigreequery.com/with+approval,WITH APPROVAL (CAN),1,,,,
idol+marie,nichido+arashi,dyna+marie,M,b,1986,"IDOL MARIE  (JPN) b. M, 1986 {4-r} DP = 1-3-8-0-0 (12) DI = 2.00   CD = 0.42 - 13 Starts, 4 Wins, 2 Places, 2 Shows Career Earnings: ¥117,261,000",https://www.pedigreequery.com/idol+marie,IDOL MARIE  (JPN),0,True,,,
lon+vite,secretariat,fanfreluche,M,b,1986,L'ON VITE (USA) b. 1986,https://www.pedigreequery.com/lon+vite,L'ON VITE (USA),3,,,,
dictar+girl,dictus,minerva+dancer,M,ch,1986,"DICTAR GIRL  (JPN) ch. M, 1986 {2-e} DP = 2-0-2-6-2 (12) DI = 0.33   CD = -0.50 - 36 Starts, 8 Wins, 3 Places, 4 Shows Career Earnings: ¥187,771,000",https://www.pedigreequery.com/dictar+girl,DICTAR GIRL  (JPN),0,True,,,
narcisse+noir,steel+heart,seresa,H,dkb/br,1986,"NARCISSE NOIR (JPN) dkb/br. H, 1986 {2-c} DP = 13-3-2-0-0 (18) DI = 17.00   CD = 1.61 - 34 Starts, 7 Wins, 2 Places, 5 Shows Career Earnings: JPY 335,080,200",https://www.pedigreequery.com/narcisse+noir,NARCISSE NOIR (JPN),0,True,,,
cutting+edge4,faberge2,meld+sport,M,ch,1986,"CUTTING EDGE  (JPN) ch. M, 1986 {22-d} DP = 7-0-4-3-0 (14) DI = 1.80   CD = 0.79 - 11 Starts, 6 Wins, 1 Places, 0 Shows Career Earnings: ¥150,075,200",https://www.pedigreequery.com/cutting+edge4,CUTTING EDGE  (JPN),0,True,,,
passionaria,beldale+flutter,djallybrook,M,b,1986,PASSIONARIA (FR) b. 1986,https://www.pedigreequery.com/passionaria,PASSIONARIA (FR),1,,,,
creator,mill+reef,chalon,H,ch,1986,CREATOR (GB) ch. 1986,https://www.pedigreequery.com/creator,CREATOR (GB),1,,,,
stellaria,roberto,victoria+star,M,ch,1986,STELLARIA (USA) ch. 1986,https://www.pedigreequery.com/stellaria,STELLARIA (USA),3,,,,
deviltante,devils+bag,born+a+lady,M,dkb/br,1986,DEVILTANTE (USA) dkb/br. 1986,https://www.pedigreequery.com/deviltante,DEVILTANTE (USA),3,,,,
dancehall,assert,cancan+madame,H,b,1986,DANCEHALL (USA) b. 1986,https://www.pedigreequery.com/dancehall,DANCEHALL (USA),2,,,,
marubutsu+superior,bravest+roman,sea+young,H,b,1986,"MARUBUTSU SUPERIOR (JPN) b. H, 1986 {3-l} DP = 11-6-5-2-4 (28) DI = 2.29   CD = 0.64 - 50 Starts, 11 Wins, 2 Places, 9 Shows ",https://www.pedigreequery.com/marubutsu+superior,MARUBUTSU SUPERIOR (JPN),0,True,,,
dispersal,sunnys+halo,female+star,H,ch,1986,"DISPERSAL  (USA) ch. H, 1986 {4-j} DP = 5-4-12-3-2 (26) DI = 1.36   CD = 0.27 - 22 Starts, 12 Wins, 3 Places, 2 Shows Career Earnings: $1,511,137",https://www.pedigreequery.com/dispersal,DISPERSAL  (USA),0,True,,,
wise+woman,believe+the+queen,leaf+spring,M,b,1986,WISE WOMAN (USA) b. 1986,https://www.pedigreequery.com/wise+woman,WISE WOMAN (USA),4,,,,
sudden+flash,known+fact,spark+of+fire,M,ch,1986,SUDDEN FLASH (GB) ch. 1986,https://www.pedigreequery.com/sudden+flash,SUDDEN FLASH (GB),3,,,,
kerrera,diesis,rimosas+pet,M,b,1986,KERRERA (IRE) b. 1986,https://www.pedigreequery.com/kerrera,KERRERA (IRE),2,,,,
dancing+tribute,nureyev,sophisticated+girl,M,b,1986,DANCING TRIBUTE (USA) b. 1986,https://www.pedigreequery.com/dancing+tribute,DANCING TRIBUTE (USA),1,,,,
aquavit2,go+marching,nasuno+jolly,H,b,1986,"AQUAVIT (JPN) b. H, 1986 {2-m} DP = 5-4-9-4-0 (22) DI = 1.59   CD = 0.45 - 17 Starts, 3 Wins, 1 Places, 0 Shows Career Earnings: JPY 77,319,600",https://www.pedigreequery.com/aquavit2,AQUAVIT (JPN),0,True,,,
dawns+halo,halo,eastern+dawn,M,dkb/br,1986,DAWNS HALO (USA) dkb/br. 1986,https://www.pedigreequery.com/dawns+halo,DAWNS HALO (USA),1,,,,
teibun+angel,mr+prospector,hail+maggie,M,b,1986,TEIBUN ANGEL (USA) b. 1986,https://www.pedigreequery.com/teibun+angel,TEIBUN ANGEL (USA),1,,,,
sir+pen+up,sir+penfro,shun+balboa,H,b,1986,"SIR PEN UP  (JPN) b. H, 1986 {1-h} DP = 10-7-7-0-0 (24) DI = 5.86   CD = 1.13 - 8 Starts, 3 Wins, 0 Places, 3 Shows Career Earnings: JPY 55,352,900",https://www.pedigreequery.com/sir+pen+up,SIR PEN UP  (JPN),0,True,,,
oscillate,seattle+slew,dance+number,M,b,1986,OSCILLATE (USA) b. 1986,https://www.pedigreequery.com/oscillate,OSCILLATE (USA),3,,,,
falcon+jet,ghadeer,victress2,H,ch,1986,FALCON JET (BRZ) ch. 1986,https://www.pedigreequery.com/falcon+jet,FALCON JET (BRZ),3,,,,
tiara8,northern+taste,shadai+cycle,M,ch,1986,TIARA (JPN) ch. 1986,https://www.pedigreequery.com/tiara8,TIARA (JPN),2,,,,
sudaka,garde+royale2,didia+clara,M,dkb/br,1986,SUDAKA (FR) dkb/br. 1986,https://www.pedigreequery.com/sudaka,SUDAKA (FR),2,,,,
foundry+popo,hospitality2,foundry+pearl,M,dkb/br,1986,"FOUNDRY POPO  (JPN) dkb/br. M, 1986 {3-l} DP = 3-1-4-0-0 (8) DI = 3.00   CD = 0.88 - 25 Starts, 5 Wins, 1 Places, 3 Shows Career Earnings: ¥190,039,000",https://www.pedigreequery.com/foundry+popo,FOUNDRY POPO  (JPN),0,True,,,
osumi+shadai,real+shadai,castanet3,H,b,1986,"OSUMI SHADAI  (JPN) b. H, 1986 {18} DP = 5-4-17-2-0 (28) DI = 1.67   CD = 0.43 - 32 Starts, 5 Wins, 1 Places, 5 Shows Career Earnings: JPY 263,461,200",https://www.pedigreequery.com/osumi+shadai,OSUMI SHADAI  (JPN),0,True,,,
shapiros+mistress,unpredictable,anytime+ms,M,dkb/br,1986,SHAPIRO'S MISTRESS (USA) dkb/br. 1986,https://www.pedigreequery.com/shapiros+mistress,SHAPIRO'S MISTRESS (USA),3,,,,
tosho+falco,green+grass9,camellia+tosho,H,ch,1986,"TOSHO FALCO   (JPN) ch. H, 1986 {1-w} DP = 2-0-4-0-0 (6) DI = 2.00   CD = 0.67 - 31 Starts, 8 Wins, 3 Places, 8 Shows Career Earnings: JPY 229,921,000",https://www.pedigreequery.com/tosho+falco,TOSHO FALCO   (JPN),0,True,,,
lucky+guerlain,lucky+sovereign,pretty+guerlain,H,ch,1986,"LUCKY GUERLAIN  (JPN) ch. H, 1986 {18} DP = 6-2-12-4-0 (24) DI = 1.40   CD = 0.42 - 42 Starts, 8 Wins, 2 Places, 2 Shows Career Earnings: JPY 301,721,000",https://www.pedigreequery.com/lucky+guerlain,LUCKY GUERLAIN  (JPN),0,True,,,
fire+maker,fire+dancer,quick+native,H,b,1986,FIRE MAKER (USA) b. 1986,https://www.pedigreequery.com/fire+maker,FIRE MAKER (USA),2,,,,
main+caster,northern+taste,nichido+queen,M,ch,1986,"MAIN CASTER  (JPN) ch. M, 1986 {12-f} DP = 6-1-7-4-2 (20) DI = 1.11   CD = 0.25 - 27 Starts, 8 Wins, 7 Places, 4 Shows Career Earnings: ¥226,864,200",https://www.pedigreequery.com/main+caster,MAIN CASTER  (JPN),0,True,,,
eishin+wizard,northerly,silver+nike,M,gr,1986,EISHIN WIZARD (JPN) gr. 1986,https://www.pedigreequery.com/eishin+wizard,EISHIN WIZARD (JPN),2,,,,
youngest+city,mill+george,young+city,M,b,1986,"YOUNGEST CITY  (JPN) b. M, 1986 {4-m} DP = 6-3-5-5-1 (20) DI = 1.35   CD = 0.40 - 23 Starts, 3 Wins, 1 Places, 2 Shows Career Earnings: ¥74,466,200",https://www.pedigreequery.com/youngest+city,YOUNGEST CITY  (JPN),0,True,,,
pop+singer,secretariat,icy+pop,M,blk/br,1986,POP SINGER (USA) blk/br. 1986,https://www.pedigreequery.com/pop+singer,POP SINGER (USA),2,,,,
marutaka+tyson,sea+hawk,marutaka+zephyr,H,gr,1986,"MARUTAKA TYSON (JPN) gr. H, 1986 {1-p} DP = 3-0-5-4-4 (16) DI = 0.52   CD = -0.38 - 12 Starts, 5 Wins, 2 Places, 2 Shows Career Earnings: JPY 97,629,400",https://www.pedigreequery.com/marutaka+tyson,MARUTAKA TYSON (JPN),0,True,,,
